X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-122.2963591,47.6247833,0,0,56,,2018/07/04 19:12:14+00,,,,,,,,,,,,,,,,,,,,,
-122.2962036,47.6248619,0,0,57,,2018/07/04 19:12:43+00,,,,,,,,,,,,,,,,,,,,,
-122.2962398,47.6248565,0,0,58,,2018/07/04 19:12:49+00,,,,,,,,,,,,,,,,,,,,,
-122.2962881,47.6248574,0,0,59,,2018/07/04 19:12:56+00,,,,,,,,,,,,,,,,,,,,,
-122.2962358,47.6248276,0,0,60,,2018/07/04 19:13:06+00,,,,,,,,,,,,,,,,,,,,,
-122.2963122,47.62489,0,0,61,,2018/07/04 19:13:24+00,,,,,,,,,,,,,,,,,,,,,
-122.296335,47.6248601,0,0,62,,2018/07/04 19:13:32+00,,,,,,,,,,,,,,,,,,,,,
-122.2963632,47.6248836,0,0,63,,2018/07/04 19:13:38+00,,,,,,,,,,,,,,,,,,,,,
-122.2964705,47.6248737,0,0,64,,2018/07/04 19:13:55+00,,,,,,,,,,,,,,,,,,,,,
-122.2964986,47.6248746,0,0,65,,2018/07/04 19:13:59+00,,,,,,,,,,,,,,,,,,,,,
-122.2964637,47.6248393,0,0,66,,2018/07/04 19:14:08+00,,,,,,,,,,,,,,,,,,,,,
-122.2965053,47.6248267,0,0,67,,2018/07/04 19:14:15+00,,,,,,,,,,,,,,,,,,,,,
-122.2964611,47.6247697,0,0,68,,2018/07/04 19:14:29+00,,,,,,,,,,,,,,,,,,,,,
-122.2964396,47.6247508,0,0,69,,2018/07/04 19:14:35+00,,,,,,,,,,,,,,,,,,,,,
-122.2963605,47.6247526,0,0,70,,2018/07/04 19:14:47+00,,,,,,,,,,,,,,,,,,,,,
-122.296434,47.6247749,0,0,71,,2018/07/04 19:14:59+00,,,,,,,,,,,,,,,,,,,,,
-122.2962931,47.6247344,0,0,72,,2018/07/04 19:15:22+00,,,,,,,,,,,,,,,,,,,,,
-122.2963141,47.6247607,0,0,73,,2018/07/04 19:15:28+00,,,,,,,,,,,,,,,,,,,,,
-122.2963485,47.6247749,0,0,74,,2018/07/04 19:15:34+00,,,,,,,,,,,,,,,,,,,,,
-122.2962811,47.6248001,0,0,75,,2018/07/04 19:15:46+00,,,,,,,,,,,,,,,,,,,,,
-122.2961716,47.6247931,0,0,76,,2018/07/04 19:16:02+00,,,,,,,,,,,,,,,,,,,,,
-122.2962061,47.6247789,0,0,77,,2018/07/04 19:16:08+00,,,,,,,,,,,,,,,,,,,,,
-122.2962016,47.6247365,0,0,78,,2018/07/04 19:16:18+00,,,,,,,,,,,,,,,,,,,,,
-122.2962481,47.624785,0,0,79,,2018/07/04 19:16:31+00,,,,,,,,,,,,,,,,,,,,,
-122.2962706,47.6247435,0,0,80,,2018/07/04 19:16:40+00,,,,,,,,,,,,,,,,,,,,,
-122.2964025,47.6248244,0,0,81,,2018/07/04 19:17:07+00,,,,,,,,,,,,,,,,,,,,,
-122.2964235,47.6248052,0,0,82,,2018/07/04 19:17:12+00,,,,,,,,,,,,,,,,,,,,,
-122.296461,47.6248254,0,0,83,,2018/07/04 19:17:20+00,,,,,,,,,,,,,,,,,,,,,
-122.296449,47.6248547,0,0,84,,2018/07/04 19:17:26+00,,,,,,,,,,,,,,,,,,,,,
-122.296395,47.6248567,0,0,85,,2018/07/04 19:17:34+00,,,,,,,,,,,,,,,,,,,,,
-122.296353,47.6248597,0,0,86,,2018/07/04 19:17:41+00,,,,,,,,,,,,,,,,,,,,,
-122.2963335,47.6248244,0,0,87,,2018/07/04 19:17:49+00,,,,,,,,,,,,,,,,,,,,,
-122.296365,47.6248052,0,0,88,,2018/07/04 19:17:56+00,,,,,,,,,,,,,,,,,,,,,
-122.2962931,47.624789,0,0,89,,2018/07/04 19:18:07+00,,,,,,,,,,,,,,,,,,,,,
-122.2962661,47.6247789,0,0,90,,2018/07/04 19:18:12+00,,,,,,,,,,,,,,,,,,,,,
-122.2961806,47.6247678,0,0,91,,2018/07/04 19:18:25+00,,,,,,,,,,,,,,,,,,,,,
-122.2961881,47.6248203,0,0,92,,2018/07/04 19:18:36+00,,,,,,,,,,,,,,,,,,,,,
-122.2962031,47.6248426,0,0,93,,2018/07/04 19:18:42+00,,,,,,,,,,,,,,,,,,,,,
-122.2962496,47.6248234,0,0,94,,2018/07/04 19:18:50+00,,,,,,,,,,,,,,,,,,,,,
-122.2963156,47.6248547,0,0,95,,2018/07/04 19:19:02+00,,,,,,,,,,,,,,,,,,,,,
-122.2962766,47.6248698,0,0,96,,2018/07/04 19:19:09+00,,,,,,,,,,,,,,,,,,,,,
-122.2962856,47.624884,0,0,97,,2018/07/04 19:19:12+00,,,,,,,,,,,,,,,,,,,,,
-122.2963216,47.6248961,0,0,98,,2018/07/04 19:19:18+00,,,,,,,,,,,,,,,,,,,,,
-122.296365,47.6249022,0,0,99,,2018/07/04 19:19:25+00,,,,,,,,,,,,,,,,,,,,,
-122.296464,47.6248971,0,0,100,,2018/07/04 19:19:40+00,,,,,,,,,,,,,,,,,,,,,
-122.296509,47.62488,0,0,101,,2018/07/04 19:19:47+00,,,,,,,,,,,,,,,,,,,,,
-122.296518,47.6248577,0,0,102,,2018/07/04 19:19:53+00,,,,,,,,,,,,,,,,,,,,,
-122.296518,47.6248335,0,0,103,,2018/07/04 19:19:58+00,,,,,,,,,,,,,,,,,,,,,
-122.296503,47.6247991,0,0,104,,2018/07/04 19:20:06+00,,,,,,,,,,,,,,,,,,,,,
-122.2964835,47.6247658,0,0,105,,2018/07/04 19:20:14+00,,,,,,,,,,,,,,,,,,,,,
-122.2964655,47.624787,0,0,106,,2018/07/04 19:20:19+00,,,,,,,,,,,,,,,,,,,,,
-122.296452,47.6247769,0,0,107,,2018/07/04 19:20:22+00,,,,,,,,,,,,,,,,,,,,,
-122.296434,47.6247648,0,0,108,,2018/07/04 19:20:26+00,,,,,,,,,,,,,,,,,,,,,
-122.2965887,47.6248155,0,0,109,,2018/07/04 19:20:52+00,,0,,,,,,,,,,,,,,,,,,,
-122.2965565,47.6237092,0,0,110,,2018/07/04 19:24:58+00,,,,,,,,,,,,,,,,,,,,,
-122.2962883,47.6231487,0,0,111,,2018/07/04 19:27:09+00,,,,,,,,,,,,,,,,,,,,,
-122.296122,47.6226353,0,0,112,,2018/07/04 19:29:06+00,,,,,,,,,,,,,,,,,,,,,
-122.2961435,47.6219917,0,0,113,,2018/07/04 19:31:29+00,,,,,,,,,,,,,,,,,,,,,
-122.2961435,47.6217422,0,0,114,,2018/07/04 19:32:24+00,,,,,,,,,,,,,,,,,,,,,
-122.296122,47.6213678,0,0,115,,2018/07/04 19:33:47+00,,,,,,,,,,,,,,,,,,,,,
-122.2960469,47.6210568,0,0,116,,2018/07/04 19:34:57+00,,,,,,,,,,,,,,,,,,,,,
-122.2960577,47.6204385,0,0,117,,2018/07/04 19:37:15+00,,,,,,,,,,,,,,,,,,,,,
-122.2960684,47.6199654,0,0,118,,2018/07/04 19:39:00+00,,,,,,,,,,,,,,,,,,,,,
-122.2960898,47.6189143,0,0,119,,2018/07/04 19:42:54+00,,,,,,,,,,,,,,,,,,,,,
-122.2960952,47.6187046,0,0,120,,2018/07/04 19:43:40+00,,0,,,,,,,,,,,,,,,,,,,
-122.2960456,47.6186694,0,0,121,,2018/07/04 19:43:51+00,,,,,,,,,,,,,,,,,,,,,
-122.2959879,47.6186685,0,0,122,,2018/07/04 19:44:00+00,,,,,,,,,,,,,,,,,,,,,
-122.2959638,47.6186657,0,0,123,,2018/07/04 19:44:03+00,,,,,,,,,,,,,,,,,,,,,
-122.295953,47.6186594,0,0,124,,2018/07/04 19:44:06+00,,,,,,,,,,,,,,,,,,,,,
-122.2959356,47.6186621,0,0,125,,2018/07/04 19:44:08+00,,,,,,,,,,,,,,,,,,,,,
-122.2959101,47.6186621,0,0,126,,2018/07/04 19:44:12+00,,,,,,,,,,,,,,,,,,,,,
-122.2958914,47.6186621,0,0,127,,2018/07/04 19:44:15+00,,,,,,,,,,,,,,,,,,,,,
-122.2958739,47.6186621,0,0,128,,2018/07/04 19:44:17+00,,,,,,,,,,,,,,,,,,,,,
-122.2958498,47.6186621,0,0,129,,2018/07/04 19:44:21+00,,,,,,,,,,,,,,,,,,,,,
-122.2958203,47.6186612,0,0,130,,2018/07/04 19:44:25+00,,,,,,,,,,,,,,,,,,,,,
-122.2958015,47.6186612,0,0,131,,2018/07/04 19:44:28+00,,,,,,,,,,,,,,,,,,,,,
-122.2957841,47.6186612,0,0,132,,2018/07/04 19:44:31+00,,,,,,,,,,,,,,,,,,,,,
-122.2957787,47.6186712,0,0,133,,2018/07/04 19:44:33+00,,,,,,,,,,,,,,,,,,,,,
-122.2957787,47.6186938,0,0,134,,2018/07/04 19:44:38+00,,,,,,,,,,,,,,,,,,,,,
-122.2957787,47.6187073,0,0,135,,2018/07/04 19:44:41+00,,,,,,,,,,,,,,,,,,,,,
-122.29578,47.6187191,0,0,136,,2018/07/04 19:44:44+00,,,,,,,,,,,,,,,,,,,,,
-122.2957827,47.6187335,0,0,137,,2018/07/04 19:44:47+00,,,,,,,,,,,,,,,,,,,,,
-122.2957841,47.6187561,0,0,138,,2018/07/04 19:44:52+00,,,,,,,,,,,,,,,,,,,,,
-122.2957881,47.6187634,0,0,139,,2018/07/04 19:44:54+00,,,,,,,,,,,,,,,,,,,,,
-122.2958069,47.6187634,0,0,140,,2018/07/04 19:44:57+00,,,,,,,,,,,,,,,,,,,,,
-122.2958243,47.6187634,0,0,141,,2018/07/04 19:44:59+00,,,,,,,,,,,,,,,,,,,,,
-122.2958364,47.6187634,0,0,142,,2018/07/04 19:45:01+00,,,,,,,,,,,,,,,,,,,,,
-122.2958632,47.6187634,0,0,143,,2018/07/04 19:45:05+00,,,,,,,,,,,,,,,,,,,,,
-122.2958806,47.6187643,0,0,144,,2018/07/04 19:45:08+00,,,,,,,,,,,,,,,,,,,,,
-122.2959115,47.6187652,0,0,145,,2018/07/04 19:45:12+00,,,,,,,,,,,,,,,,,,,,,
-122.2959383,47.6187643,0,0,146,,2018/07/04 19:45:16+00,,,,,,,,,,,,,,,,,,,,,
-122.2959691,47.6187643,0,0,147,,2018/07/04 19:45:21+00,,,,,,,,,,,,,,,,,,,,,
-122.2959852,47.6187634,0,0,148,,2018/07/04 19:45:23+00,,,,,,,,,,,,,,,,,,,,,
-122.2959973,47.6187634,0,0,149,,2018/07/04 19:45:25+00,,,,,,,,,,,,,,,,,,,,,
-122.2959946,47.618748,0,0,150,,2018/07/04 19:45:29+00,,,,,,,,,,,,,,,,,,,,,
-122.2959973,47.6187381,0,0,151,,2018/07/04 19:45:31+00,,,,,,,,,,,,,,,,,,,,,
-122.2959973,47.6187245,0,0,152,,2018/07/04 19:45:34+00,,,,,,,,,,,,,,,,,,,,,
-122.295996,47.6187091,0,0,153,,2018/07/04 19:45:37+00,,,,,,,,,,,,,,,,,,,,,
-122.2959973,47.6186992,0,0,154,,2018/07/04 19:45:40+00,,,,,,,,,,,,,,,,,,,,,
-122.2959973,47.6186902,0,0,155,,2018/07/04 19:45:42+00,,,,,,,,,,,,,,,,,,,,,
-122.2959973,47.6186811,0,0,156,,2018/07/04 19:45:44+00,,,,,,,,,,,,,,,,,,,,,
-122.2959799,47.6186793,0,0,157,,2018/07/04 19:45:46+00,,,,,,,,,,,,,,,,,,,,,
-122.2959624,47.6186775,0,0,158,,2018/07/04 19:45:49+00,,,,,,,,,,,,,,,,,,,,,
-122.2959477,47.6186757,0,0,159,,2018/07/04 19:45:51+00,,,,,,,,,,,,,,,,,,,,,
-122.2959316,47.6186748,0,0,160,,2018/07/04 19:45:54+00,,,,,,,,,,,,,,,,,,,,,
-122.2959182,47.6186739,0,0,161,,2018/07/04 19:45:56+00,,,,,,,,,,,,,,,,,,,,,
-122.2959007,47.618673,0,0,162,,2018/07/04 19:45:58+00,,,,,,,,,,,,,,,,,,,,,
-122.2958779,47.618673,0,0,163,,2018/07/04 19:46:02+00,,,,,,,,,,,,,,,,,,,,,
-122.2958619,47.618673,0,0,164,,2018/07/04 19:46:04+00,,,,,,,,,,,,,,,,,,,,,
-122.2958444,47.6186721,0,0,165,,2018/07/04 19:46:07+00,,,,,,,,,,,,,,,,,,,,,
-122.2958203,47.6186721,0,0,166,,2018/07/04 19:46:10+00,,,,,,,,,,,,,,,,,,,,,
-122.2958015,47.6186712,0,0,167,,2018/07/04 19:46:13+00,,,,,,,,,,,,,,,,,,,,,
-122.2957921,47.6186712,0,0,168,,2018/07/04 19:46:15+00,,,,,,,,,,,,,,,,,,,,,
-122.2957921,47.6186847,0,0,169,,2018/07/04 19:46:18+00,,,,,,,,,,,,,,,,,,,,,
-122.2957921,47.6187028,0,0,170,,2018/07/04 19:46:22+00,,,,,,,,,,,,,,,,,,,,,
-122.2957935,47.6187128,0,0,171,,2018/07/04 19:46:24+00,,,,,,,,,,,,,,,,,,,,,
-122.2957948,47.6187218,0,0,172,,2018/07/04 19:46:26+00,,,,,,,,,,,,,,,,,,,,,
-122.2957961,47.6187317,0,0,173,,2018/07/04 19:46:28+00,,,,,,,,,,,,,,,,,,,,,
-122.2957975,47.6187471,0,0,174,,2018/07/04 19:46:31+00,,,,,,,,,,,,,,,,,,,,,
-122.2957988,47.6187534,0,0,175,,2018/07/04 19:46:33+00,,,,,,,,,,,,,,,,,,,,,
-122.2958109,47.6187525,0,0,176,,2018/07/04 19:46:35+00,,,,,,,,,,,,,,,,,,,,,
-122.2958364,47.6187516,0,0,177,,2018/07/04 19:46:38+00,,,,,,,,,,,,,,,,,,,,,
-122.2958511,47.6187516,0,0,178,,2018/07/04 19:46:41+00,,,,,,,,,,,,,,,,,,,,,
-122.2958699,47.6187498,0,0,179,,2018/07/04 19:46:44+00,,,,,,,,,,,,,,,,,,,,,
-122.2958873,47.6187489,0,0,180,,2018/07/04 19:46:46+00,,,,,,,,,,,,,,,,,,,,,
-122.2959101,47.6187489,0,0,181,,2018/07/04 19:46:50+00,,,,,,,,,,,,,,,,,,,,,
-122.2959276,47.6187534,0,0,182,,2018/07/04 19:46:52+00,,,,,,,,,,,,,,,,,,,,,
-122.295945,47.6187534,0,0,183,,2018/07/04 19:46:55+00,,,,,,,,,,,,,,,,,,,,,
-122.2959611,47.6187534,0,0,184,,2018/07/04 19:46:57+00,,,,,,,,,,,,,,,,,,,,,
-122.2959812,47.6187534,0,0,185,,2018/07/04 19:47:00+00,,,,,,,,,,,,,,,,,,,,,
-122.2959812,47.6187417,0,0,186,,2018/07/04 19:47:03+00,,,,,,,,,,,,,,,,,,,,,
-122.2959812,47.6187281,0,0,187,,2018/07/04 19:47:06+00,,,,,,,,,,,,,,,,,,,,,
-122.2959799,47.6187191,0,0,188,,2018/07/04 19:47:08+00,,,,,,,,,,,,,,,,,,,,,
-122.2959799,47.6187028,0,0,189,,2018/07/04 19:47:12+00,,,,,,,,,,,,,,,,,,,,,
-122.2959799,47.6186947,0,0,190,,2018/07/04 19:47:13+00,,,,,,,,,,,,,,,,,,,,,
-122.2959705,47.6186865,0,0,191,,2018/07/04 19:47:16+00,,,,,,,,,,,,,,,,,,,,,
-122.295945,47.6186856,0,0,192,,2018/07/04 19:47:20+00,,,,,,,,,,,,,,,,,,,,,
-122.2959276,47.6186847,0,0,193,,2018/07/04 19:47:22+00,,,,,,,,,,,,,,,,,,,,,
-122.2959142,47.6186847,0,0,194,,2018/07/04 19:47:24+00,,,,,,,,,,,,,,,,,,,,,
-122.2958914,47.6186802,0,0,195,,2018/07/04 19:47:28+00,,,,,,,,,,,,,,,,,,,,,
-122.2958672,47.6186793,0,0,196,,2018/07/04 19:47:31+00,,,,,,,,,,,,,,,,,,,,,
-122.2958511,47.6186793,0,0,197,,2018/07/04 19:47:34+00,,,,,,,,,,,,,,,,,,,,,
-122.2958323,47.6186793,0,0,198,,2018/07/04 19:47:37+00,,,,,,,,,,,,,,,,,,,,,
-122.2958109,47.6186793,0,0,199,,2018/07/04 19:47:40+00,,,,,,,,,,,,,,,,,,,,,
-122.2958054,47.6186914,0,0,200,,2018/07/04 19:47:43+00,,,,,,,,,,,,,,,,,,,,,
-122.2958054,47.6187022,0,0,201,,2018/07/04 19:47:45+00,,,,,,,,,,,,,,,,,,,,,
-122.2958081,47.6187212,0,0,202,,2018/07/04 19:47:49+00,,,,,,,,,,,,,,,,,,,,,
-122.2958108,47.6187393,0,0,203,,2018/07/04 19:47:53+00,,,,,,,,,,,,,,,,,,,,,
-122.2958309,47.6187384,0,0,204,,2018/07/04 19:47:56+00,,,,,,,,,,,,,,,,,,,,,
-122.2958537,47.6187366,0,0,205,,2018/07/04 19:48:00+00,,,,,,,,,,,,,,,,,,,,,
-122.2958765,47.6187366,0,0,206,,2018/07/04 19:48:03+00,,,,,,,,,,,,,,,,,,,,,
-122.2959087,47.6187348,0,0,207,,2018/07/04 19:48:08+00,,,,,,,,,,,,,,,,,,,,,
-122.2959235,47.6187402,0,0,208,,2018/07/04 19:48:11+00,,,,,,,,,,,,,,,,,,,,,
-122.2959409,47.618742,0,0,209,,2018/07/04 19:48:13+00,,,,,,,,,,,,,,,,,,,,,
-122.2959624,47.6187429,0,0,210,,2018/07/04 19:48:16+00,,,,,,,,,,,,,,,,,,,,,
-122.2959616,47.6187254,0,0,211,,2018/07/04 19:48:20+00,,,,,,,,,,,,,,,,,,,,,
-122.2959598,47.6187134,0,0,212,,2018/07/04 19:48:23+00,,,,,,,,,,,,,,,,,,,,,
-122.2959598,47.618699,0,0,213,,2018/07/04 19:48:26+00,,,,,,,,,,,,,,,,,,,,,
-122.295942,47.618699,0,0,214,,2018/07/04 19:48:29+00,,,,,,,,,,,,,,,,,,,,,
-122.2959082,47.6186966,0,0,215,,2018/07/04 19:48:34+00,,,,,,,,,,,,,,,,,,,,,
-122.2958922,47.6186942,0,0,216,,2018/07/04 19:48:36+00,,,,,,,,,,,,,,,,,,,,,
-122.295878,47.618693,0,0,217,,2018/07/04 19:48:39+00,,,,,,,,,,,,,,,,,,,,,
-122.2958478,47.6186918,0,0,218,,2018/07/04 19:48:43+00,,,,,,,,,,,,,,,,,,,,,
-122.2958318,47.6186918,0,0,219,,2018/07/04 19:48:45+00,,,,,,,,,,,,,,,,,,,,,
-122.29583,47.6187062,0,0,220,,2018/07/04 19:48:49+00,,,,,,,,,,,,,,,,,,,,,
-122.29583,47.6187242,0,0,221,,2018/07/04 19:48:53+00,,,,,,,,,,,,,,,,,,,,,
-122.2958744,47.6187278,0,0,222,,2018/07/04 19:48:59+00,,,,,,,,,,,,,,,,,,,,,
-122.2959243,47.6187194,0,0,223,,2018/07/04 19:49:07+00,,,,,,,,,,,,,,,,,,,,,
-122.2959403,47.618729,0,0,224,,2018/07/04 19:49:10+00,,,,,,,,,,,,,,,,,,,,,
-122.2959403,47.6187122,0,0,225,,2018/07/04 19:49:14+00,,,,,,,,,,,,,,,,,,,,,
-122.2959225,47.6187086,0,0,226,,2018/07/04 19:49:17+00,,,,,,,,,,,,,,,,,,,,,
-122.295894,47.618705,0,0,227,,2018/07/04 19:49:21+00,,,,,,,,,,,,,,,,,,,,,
-122.2958744,47.6187026,0,0,228,,2018/07/04 19:49:24+00,,,,,,,,,,,,,,,,,,,,,
-122.295862,47.6187038,0,0,229,,2018/07/04 19:49:26+00,,,,,,,,,,,,,,,,,,,,,
-122.295846,47.6187158,0,0,230,,2018/07/04 19:49:30+00,,,,,,,,,,,,,,,,,,,,,
-122.2958673,47.6187158,0,0,231,,2018/07/04 19:49:33+00,,,,,,,,,,,,,,,,,,,,,
-122.2958869,47.6187158,0,0,232,,2018/07/04 19:49:36+00,,,,,,,,,,,,,,,,,,,,,
-122.2959954,47.6187793,0,0,233,,2018/07/04 19:49:57+00,,,,,,,,,,,,,,,,,,,,,
-122.2960043,47.618651,0,0,234,,2018/07/04 19:50:26+00,,,,,,,,,,,,,,,,,,,,,
-122.2959741,47.6186498,0,0,235,,2018/07/04 19:50:30+00,,,,,,,,,,,,,,,,,,,,,
-122.2959723,47.6187817,0,0,236,,2018/07/04 19:51:00+00,,,,,,,,,,,,,,,,,,,,,
-122.2959527,47.6187805,0,0,237,,2018/07/04 19:51:03+00,,,,,,,,,,,,,,,,,,,,,
-122.295942,47.6186438,0,0,238,,2018/07/04 19:51:33+00,,,,,,,,,,,,,,,,,,,,,
-122.2959136,47.6186426,0,0,239,,2018/07/04 19:51:37+00,,,,,,,,,,,,,,,,,,,,,
-122.2959225,47.6187889,0,0,240,,2018/07/04 19:52:10+00,,,,,,,,,,,,,,,,,,,,,
-122.2958887,47.6187865,0,0,241,,2018/07/04 19:52:15+00,,,,,,,,,,,,,,,,,,,,,
-122.2958851,47.6186426,0,0,242,,2018/07/04 19:52:47+00,,,,,,,,,,,,,,,,,,,,,
-122.295862,47.6186402,0,0,243,,2018/07/04 19:52:50+00,,,,,,,,,,,,,,,,,,,,,
-122.2958584,47.6187889,0,0,244,,2018/07/04 19:53:23+00,,,,,,,,,,,,,,,,,,,,,
-122.2958424,47.6187889,0,0,245,,2018/07/04 19:53:26+00,,,,,,,,,,,,,,,,,,,,,
